Date,Open,High,Low,Final,Volume,Name
2012-04-16,63000000,63900002,62750000,63610001,517300,EC
2012-04-17,63970001,64500000,63669998,64400002,631000,EC
2012-04-18,64370003,65550003,63180000,63630001,1254600,EC
2012-04-19,60500000,61320000,59650002,60500000,884000,EC
2012-04-20,60849998,61270000,59090000,59349998,777500,EC
2012-04-23,59040001,60020000,58849998,59770000,1130300,EC
2012-04-24,59930000,60740002,59380001,59639999,558200,EC
2012-04-25,60340000,61750000,59970001,61500000,707200,EC
2012-04-26,61900002,62709999,61230000,62360001,739800,EC
2012-04-27,62980000,63320000,62360001,63110001,629600,EC
2012-04-30,63639999,64849998,63389999,64699997,1186300,EC
2012-05-01,65220001,67919998,65150002,67480003,950100,EC
2012-05-02,67110001,67279999,65699997,66680000,959900,EC
2012-05-03,66620003,67070000,66050003,66440002,541600,EC
2012-05-04,65529999,66000000,63299999,63660000,1220900,EC
2012-05-07,63500000,64919998,62759998,64449997,618000,EC
2012-05-08,64000000,64000000,62689999,63849998,936900,EC
2012-05-09,62939999,64309998,62439999,63570000,624900,EC
2012-05-10,64480003,64480003,63500000,63630001,599500,EC
2012-05-11,63200001,63930000,63000000,63060001,461700,EC
2012-05-14,62759998,62820000,61700001,61759998,496200,EC
2012-05-15,61650002,62009998,60680000,60939999,617400,EC
2012-05-16,61230000,61380001,60410000,60700001,752300,EC
2012-05-17,60650002,60700001,58549999,58660000,822700,EC
2012-05-18,58880001,59250000,58060001,58330002,771800,EC
2012-05-21,58439999,58689999,57200001,58049999,1333400,EC
2012-05-22,58200001,59720001,57680000,59240002,1171400,EC
2012-05-23,58549999,58790001,57459999,58709999,624000,EC
2012-05-24,58520000,58980000,56799999,57310001,1053100,EC
2012-05-25,57139999,57860001,56279999,57730000,777900,EC
2012-05-29,56529999,60150002,56360001,60119999,1429200,EC
2012-05-30,59139999,59880001,58680000,58790001,851200,EC
2012-05-31,58560001,59700001,57930000,59560001,858500,EC
2012-06-01,58570000,58980000,57750000,58060001,808900,EC
2012-06-04,58040001,58930000,57750000,58820000,860700,EC
2012-06-05,58630001,59060001,58270000,58840000,444700,EC
2012-06-06,59000000,59689999,58779999,59240002,745500,EC
2012-06-07,60150002,60790001,59290001,59439999,565600,EC
2012-06-08,59279999,59529999,58619999,58770000,383200,EC
2012-06-11,59779999,59779999,57480000,57830002,419300,EC
2012-06-12,58000000,58580002,57619999,57869999,402200,EC
2012-06-13,57830002,58029999,57119999,57380001,433500,EC
2012-06-14,57779999,58169998,57230000,58060001,444000,EC
2012-06-15,57910000,59500000,57910000,59349998,906400,EC
2012-06-18,60520000,60520000,58799999,59840000,440800,EC
2012-06-19,60200001,61189999,60090000,61189999,570500,EC
2012-06-20,61279999,61790001,60630001,61259998,514300,EC
2012-06-21,61490002,61490002,58520000,58529999,900700,EC
2012-06-22,57880001,58009998,55880001,56240002,1768500,EC
2012-06-25,55320000,55720001,53480000,53830002,1371500,EC
2012-06-26,53779999,54610001,52590000,54130001,1257400,EC
2012-06-27,54509998,55799999,54000000,55340000,658000,EC
2012-06-28,54959999,55730000,53320000,54259998,645400,EC
2012-06-29,55430000,56509998,55430000,55790001,843000,EC
2012-07-02,56669998,56669998,54200001,54919998,897100,EC
2012-07-03,55520000,56689999,54980000,56680000,780200,EC
2012-07-05,56639999,56990002,56180000,56630001,791100,EC
2012-07-06,56130001,56130001,55459999,55740002,422200,EC
2012-07-09,55270000,56000000,55080002,55900002,574300,EC
2012-07-10,56450001,56599998,55099998,55389999,453700,EC
2012-07-11,55669998,55939999,55389999,55770000,475600,EC
2012-07-12,54990002,55540001,54990002,55259998,568400,EC
2012-07-13,55480000,55980000,55220001,55910000,596800,EC
2012-07-16,55799999,56130001,55520000,55790001,442300,EC
2012-07-17,56130001,56580002,55439999,55950001,380000,EC
2012-07-18,55860001,56360001,55680000,56189999,607400,EC
2012-07-19,56180000,57000000,55779999,55840000,655700,EC
2012-07-20,55990002,56529999,54790001,55080002,349600,EC
2012-07-23,54290001,55349998,54119999,55180000,741700,EC
2012-07-24,55400002,55860001,54610001,55450001,632900,EC
2012-07-25,55000000,55400002,53889999,53959999,758600,EC
2012-07-26,54750000,55320000,54689999,55150002,616800,EC
2012-07-27,55439999,57580002,55240002,57520000,805600,EC
2012-07-30,57240002,57950001,57000000,57880001,476700,EC
2012-07-31,58500000,58580002,57060001,57230000,492700,EC
2012-08-01,57610001,58000000,56930000,57610001,416500,EC
2012-08-02,57299999,58619999,56820000,58430000,1037300,EC
2012-08-03,59500000,59880001,58509998,59080002,660700,EC
2012-08-06,58669998,59450001,58150002,58439999,346100,EC
2012-08-07,58820000,59430000,58419998,59230000,309200,EC
2012-08-08,58950001,58950001,57389999,57779999,585900,EC
2012-08-09,57520000,59000000,57020000,58720001,669600,EC
2012-08-10,58139999,59619999,58110001,59450001,474600,EC
2012-08-13,58709999,59580002,58540001,59070000,444100,EC
2012-08-14,59419998,59529999,58599998,58810001,299900,EC
2012-08-15,58980000,58980000,58099998,58910000,403400,EC
2012-08-16,59240002,59759998,58700001,59540001,292500,EC
2012-08-17,59279999,59970001,59150002,59549999,319700,EC
2012-08-20,59750000,59930000,58820000,59430000,329800,EC
2012-08-21,59580002,59990002,59220001,59400002,378100,EC
2012-08-22,59040001,59540001,58619999,59529999,326800,EC
2012-08-23,59599998,59840000,58950001,59220001,291900,EC
2012-08-24,58959999,59310001,58500000,58900002,158400,EC
2012-08-27,59009998,59330002,58349998,58500000,201000,EC
2012-08-28,58450001,58930000,57700001,58709999,265100,EC
2012-08-29,58310001,58669998,57740002,57889999,399400,EC
2012-08-30,57310001,57970001,57310001,57689999,328800,EC
2012-08-31,58020000,58240002,57450001,57849998,451300,EC
2012-09-04,57810001,57810001,56410000,56619999,441900,EC
2012-09-05,56150002,57570000,56020000,57259998,750000,EC
2012-09-06,57709999,58689999,57049999,58490002,606000,EC
2012-09-07,58470001,59400002,57770000,58880001,335400,EC
2012-09-10,58759998,58770000,58090000,58419998,302900,EC
2012-09-11,58250000,58720001,58250000,58459999,289800,EC
2012-09-12,58730000,58750000,57610001,57740002,641300,EC
2012-09-13,58189999,58650002,57230000,58580002,1241200,EC
2012-09-14,58500000,60000000,55410000,58980000,1038400,EC
2012-09-17,58779999,59270000,58330002,58400002,442800,EC
2012-09-18,57590000,58549999,57590000,58250000,406200,EC
2012-09-19,58619999,58750000,57599998,58660000,419900,EC
2012-09-20,58080002,58889999,57759998,58669998,407700,EC
2012-09-21,58950001,59279999,58610001,59279999,660400,EC
2012-09-24,58520000,58520000,58029999,58099998,398300,EC
2012-09-25,58599998,58599998,57889999,57959999,554900,EC
2012-09-26,57880001,58150002,57599998,58000000,339100,EC
2012-09-27,58180000,58950001,57900002,58529999,382200,EC
2012-09-28,58570000,58980000,57900002,58930000,439300,EC
2012-10-01,58790001,59290001,58340000,58590000,543200,EC
2012-10-02,58849998,59439999,58560001,59430000,289600,EC
2012-10-03,59490002,59779999,58910000,59389999,380600,EC
2012-10-04,59520000,59830002,59130001,59830002,395300,EC
2012-10-05,59930000,60150002,59320000,59509998,501300,EC
2012-10-08,59450001,59959999,59000000,59750000,307300,EC
2012-10-09,59750000,60169998,59439999,59860001,430400,EC
2012-10-10,59540001,60270000,59540001,60090000,551000,EC
2012-10-11,63070000,63480000,59889999,60230000,503800,EC
2012-10-12,60279999,61139999,60250000,60880001,289500,EC
2012-10-15,61209999,62259998,60820000,62189999,535400,EC
2012-10-16,62150002,63880001,61820000,62849998,748200,EC
2012-10-17,63119999,63380001,62450001,63049999,525800,EC
2012-10-18,63270000,64010002,62900002,63700001,657200,EC
2012-10-19,63709999,63799999,63110001,63509998,449400,EC
2012-10-22,63320000,63610001,62830002,63139999,439700,EC
2012-10-23,61779999,62580002,61610001,62419998,559300,EC
2012-10-24,62869999,63139999,62330002,62889999,462400,EC
2012-10-25,63049999,63200001,62150002,62759998,486300,EC
2012-10-26,62880001,63570000,62369999,63119999,222900,EC
2012-10-31,61450001,61880001,58779999,59209999,1604000,EC
2012-11-01,59680000,59869999,58369999,58560001,1073200,EC
2012-11-02,59049999,59049999,57259998,57419998,668400,EC
2012-11-05,57570000,58209999,56889999,57439999,550100,EC
2012-11-06,57590000,57820000,56959999,57220001,456200,EC
2012-11-07,56770000,57939999,56040001,56549999,477800,EC
2012-11-08,56380001,57599998,55759998,57150002,518900,EC
2012-11-09,57220001,57380001,56360001,56700001,615600,EC
2012-11-12,56580002,56810001,56009998,56200001,299900,EC
2012-11-13,56040001,56810001,55639999,56130001,532700,EC
2012-11-14,56200001,57000000,56070000,56459999,353200,EC
2012-11-15,56259998,57580002,56080002,57259998,516600,EC
2012-11-16,57099998,58099998,57099998,58099998,356900,EC
2012-11-19,58680000,59060001,58500000,58709999,213700,EC
2012-11-20,58299999,59380001,58220001,59000000,334100,EC
2012-11-21,59400002,60000000,58580002,58750000,292800,EC
2012-11-23,59000000,59099998,58439999,58900002,58900,EC
2012-11-26,58250000,58900002,57680000,58270000,309800,EC
2012-11-27,58490002,58490002,57869999,57910000,223600,EC
2012-11-28,57770000,58259998,57450001,58220001,315200,EC
2012-11-29,58470001,58750000,58090000,58189999,406700,EC
2012-11-30,58430000,58560001,58000000,58139999,702900,EC
2012-12-03,58169998,58720001,57730000,57930000,330900,EC
2012-12-04,57900002,58320000,57279999,57310001,460600,EC
2012-12-05,57320000,57820000,57150002,57419998,407800,EC
2012-12-06,57380001,57950001,57380001,57730000,249100,EC
2012-12-07,57650002,58200001,57650002,58060001,143500,EC
2012-12-10,57599998,58470001,57169998,58389999,240800,EC
2012-12-11,58400002,58770000,58110001,58599998,282100,EC
2012-12-12,58570000,59400002,58570000,58950001,520300,EC
2012-12-13,58900002,59279999,58230000,58939999,276400,EC
2012-12-14,58799999,59320000,58720001,59290001,153600,EC
2012-12-17,59049999,59650002,58650002,58730000,668500,EC
2012-12-18,58980000,59740002,57810001,59279999,425800,EC
2012-12-19,59230000,59509998,59049999,59169998,542800,EC
2012-12-20,59110001,59799999,59070000,59560001,446600,EC
2012-12-21,59299999,60709999,59299999,60529999,506700,EC
2012-12-24,61000000,61020000,60290001,60790001,216800,EC
2012-12-26,60860001,61220001,60599998,61110001,195300,EC
2012-12-27,61279999,61700001,60849998,61599998,246500,EC
2012-12-28,61580002,61930000,59990002,60400002,605800,EC
2012-12-31,60369999,60380001,59330002,59669998,334700,EC
2013-01-02,61619999,62110001,60439999,62110001,649800,EC
2013-01-03,62389999,62389999,61410000,62189999,359400,EC
2013-01-04,62540001,62540001,61540001,62180000,560800,EC
2013-01-07,62139999,62279999,61270000,61910000,457800,EC
2013-01-08,62169998,62500000,60950001,61270000,317700,EC
2013-01-09,61529999,61840000,61200001,61840000,452900,EC
2013-01-10,62549999,62990002,61860001,61970001,371500,EC
2013-01-11,62240002,62240002,61639999,61700001,237300,EC
2013-01-14,61860001,62299999,61849998,62040001,292700,EC
2013-01-15,62040001,62220001,61270000,61619999,324200,EC
2013-01-16,61459999,61919998,61000000,61279999,497900,EC
2013-01-17,61799999,61799999,61279999,61320000,348800,EC
2013-01-18,61320000,61889999,61259998,61799999,496000,EC
2013-01-22,61419998,61759998,61419998,61590000,383000,EC
2013-01-23,62000000,62689999,61660000,62590000,381200,EC
2013-01-24,62790001,62950001,62619999,62860001,243600,EC
2013-01-25,63000000,63470001,62919998,63270000,262900,EC
2013-01-28,63180000,63430000,62570000,62799999,196700,EC
2013-01-29,63139999,63430000,62799999,63380001,448000,EC
2013-01-30,63349998,63709999,63090000,63290001,245100,EC
2013-01-31,63220001,63529999,62959999,63299999,445100,EC
2013-02-01,63560001,63930000,63049999,63590000,391700,EC
2013-02-04,63279999,63689999,63029999,63660000,325300,EC
2013-02-05,63580002,63990002,63400002,63799999,426200,EC
2013-02-06,63580002,64059998,62459999,62740002,526700,EC
2013-02-07,63090000,63090000,61320000,61360001,539800,EC
2013-02-08,61240002,61599998,60919998,61529999,518200,EC
2013-02-11,61599998,61599998,60770000,60840000,270100,EC
2013-02-12,60980000,61730000,60720001,60959999,412500,EC
2013-02-13,60849998,61360001,60580002,61009998,415700,EC
2013-02-14,61070000,61230000,60340000,61040001,607300,EC
2013-02-15,61000000,61060001,60369999,60450001,274700,EC
2013-02-19,60299999,60299999,57709999,57959999,1822000,EC
2013-02-20,57720001,58099998,57119999,57310001,793700,EC
2013-02-21,57349998,57900002,56820000,57840000,1370300,EC
2013-02-22,58349998,58560001,57799999,58230000,504100,EC
2013-02-25,58000000,59639999,57770000,57790001,467600,EC
2013-02-26,57970001,58200001,57110001,57360001,363900,EC
2013-02-27,57000000,57779999,56900002,57660000,184400,EC
2013-02-28,57799999,57889999,57290001,57549999,498600,EC
2013-03-01,57630001,57630001,57040001,57160000,316700,EC
2013-03-04,57160000,57560001,56630001,56709999,524300,EC
2013-03-05,57029999,57130001,56380001,56520000,665700,EC
2013-03-06,56680000,56709999,56259998,56320000,649300,EC
2013-03-07,56779999,56779999,55930000,56009998,710800,EC
2013-03-08,56340000,56849998,55700001,56750000,713200,EC
2013-03-11,56330002,57200001,56110001,57090000,455600,EC
2013-03-12,57099998,57439999,56680000,56750000,331700,EC
2013-03-13,56610001,56990002,56290001,56480000,407100,EC
2013-03-14,56650002,56820000,56430000,56560001,353800,EC
2013-03-15,56709999,56709999,55799999,56209999,814100,EC
2013-03-18,55169998,55930000,54389999,54560001,1154500,EC
2013-03-19,54410000,54900002,53849998,54049999,661000,EC
2013-03-20,54270000,54400002,53630001,53709999,505200,EC
2013-03-21,53869999,55310001,53689999,54619999,708600,EC
2013-03-22,54299999,55340000,54299999,54990002,432200,EC
2013-03-25,54779999,54779999,54130001,54520000,275700,EC
2013-03-26,54660000,55480000,54660000,55349998,295900,EC
2013-03-27,55169998,55169998,54599998,54880001,278700,EC
2013-03-28,54959999,54970001,54230000,54520000,345200,EC
2013-04-01,54500000,55000000,54169998,54459999,337600,EC
2013-04-02,54290001,54840000,54290001,54700001,618300,EC
2013-04-03,54900002,54900002,53500000,54009998,839700,EC
2013-04-04,54049999,54180000,53610001,53750000,472700,EC
2013-04-05,53590000,54639999,53459999,54590000,754900,EC
2013-04-08,54770000,55180000,54290001,54389999,761800,EC
2013-04-09,51310001,51560001,50689999,50810001,1123100,EC
2013-04-10,51150002,51189999,49490002,49570000,1016300,EC
2013-04-11,49869999,50020000,49040001,49639999,1103900,EC
2013-04-12,49259998,49900002,48599998,48750000,486300,EC
2013-04-15,48000000,48599998,45889999,45970001,689300,EC
2013-04-16,46529999,47869999,46360001,47810001,823700,EC
2013-04-17,46380001,48320000,46220001,46509998,1266900,EC
2013-04-18,46689999,47349998,46209999,46669998,589300,EC
2013-04-19,47259998,47349998,46410000,47250000,744300,EC
2013-04-22,47200001,47630001,47150002,47330002,521800,EC
2013-04-23,47910000,48009998,47459999,47490002,660600,EC
2013-04-24,47240002,48450001,47240002,47849998,726800,EC
2013-04-25,48200001,48400002,47880001,48009998,489200,EC
2013-04-26,47849998,48099998,47119999,47139999,499600,EC
2013-04-29,47410000,47580002,46889999,47430000,820500,EC
2013-04-30,47430000,47900002,47250000,47570000,922200,EC
2013-05-01,47099998,47259998,46790001,46869999,391100,EC
2013-05-02,46880001,47150002,46610001,46799999,568800,EC
2013-05-03,47110001,47380001,46849998,47189999,453000,EC
2013-05-06,47130001,47130001,44869999,45770000,933400,EC
2013-05-07,45980000,46680000,45880001,45970001,562600,EC
2013-05-08,45990002,46639999,45520000,45830002,430300,EC
2013-05-09,45400002,46040001,45400002,45689999,309900,EC
2013-05-10,45680000,45680000,44860001,45009998,626900,EC
2013-05-13,45020000,45070000,44410000,44650002,433700,EC
2013-05-14,44810001,45049999,44700001,44900002,472300,EC
2013-05-15,44720001,45070000,44619999,44910000,525300,EC
2013-05-16,44930000,45110001,44730000,44830002,397500,EC
2013-05-17,44900002,44930000,44250000,44290001,446300,EC
2013-05-20,44180000,44240002,43279999,43470001,630700,EC
2013-05-21,43320000,43500000,42290001,43000000,1158500,EC
2013-05-22,42970001,43919998,42970001,43270000,873300,EC
2013-05-23,42840000,44279999,42500000,44130001,681700,EC
2013-05-24,43970001,44660000,43830002,44220001,1081100,EC
2013-05-28,44470001,44669998,44040001,44130001,420200,EC
2013-05-29,44000000,44529999,44000000,44439999,547500,EC
2013-05-30,44880001,44919998,44180000,44770000,397900,EC
2013-05-31,44560001,44650002,43240002,43349998,1139900,EC
2013-06-03,43410000,44049999,43000000,43139999,469800,EC
2013-06-04,43209999,43590000,43000000,43220001,684200,EC
2013-06-05,43320000,43529999,42990002,43020000,481000,EC
2013-06-06,42930000,43130001,42779999,43000000,377300,EC
2013-06-07,42990002,43540001,42990002,43439999,379600,EC
2013-06-10,43320000,43529999,42849998,43070000,295900,EC
2013-06-11,43119999,43240002,42619999,42730000,548900,EC
2013-06-12,42740002,43020000,41389999,41599998,761600,EC
2013-06-13,41419998,42369999,41369999,42160000,618800,EC
2013-06-14,42110001,42470001,41779999,42450001,480600,EC
2013-06-17,42599998,43540001,42599998,43540001,398900,EC
2013-06-18,43360001,43869999,43220001,43700001,313000,EC
2013-06-19,43630001,44000000,42790001,42799999,484100,EC
2013-06-20,41810001,42040001,40520000,40599998,710600,EC
2013-06-21,41009998,41509998,40570000,41459999,390700,EC
2013-06-24,40279999,40650002,39720001,39869999,465300,EC
2013-06-25,40439999,40700001,39900002,40000000,428300,EC
2013-06-26,40029999,40610001,40029999,40480000,311800,EC
2013-06-27,40599998,40810001,40220001,40459999,295400,EC
2013-06-28,40259998,42380001,40259998,42060001,630800,EC
2013-07-01,42040001,42930000,41919998,42930000,333400,EC
2013-07-02,42500000,43029999,42299999,42340000,523400,EC
2013-07-03,42240002,42340000,41549999,42020000,275800,EC
2013-07-05,42990002,43000000,41389999,41880001,687500,EC
2013-07-08,42000000,42619999,41880001,41910000,202000,EC
2013-07-09,41849998,41959999,40919998,41119999,453600,EC
2013-07-10,40910000,41250000,40380001,40400002,377400,EC
2013-07-11,41090000,42680000,40959999,42490002,392200,EC
2013-07-12,42480000,42630001,41939999,42509998,321000,EC
2013-07-15,42419998,43950001,42340000,43779999,352400,EC
2013-07-16,43849998,44619999,43520000,44139999,492700,EC
2013-07-17,44639999,45320000,44349998,45040001,744700,EC
2013-07-18,45180000,45709999,44880001,45610001,495500,EC
2013-07-19,45310001,46650002,45209999,46250000,685000,EC
2013-07-22,46450001,46500000,45709999,46029999,266200,EC
2013-07-23,46200001,46419998,45540001,46299999,345900,EC
2013-07-24,46500000,46549999,46049999,46369999,331500,EC
2013-07-25,46250000,46360001,45939999,46160000,350300,EC
2013-07-26,45919998,46139999,45290001,45880001,213100,EC
2013-07-29,45619999,45900002,45560001,45599998,148000,EC
2013-07-30,45610001,45779999,45360001,45580002,335800,EC
2013-07-31,45270000,45720001,45009998,45590000,508200,EC
2013-08-01,46060001,46060001,45070000,45700001,464600,EC
2013-08-02,45750000,46070000,45570000,45869999,301500,EC
2013-08-05,45759998,46189999,45759998,46169998,172800,EC
2013-08-06,45779999,47610001,45779999,47299999,421100,EC
2013-08-07,46820000,46970001,45759998,46400002,400100,EC
2013-08-08,46790001,47000000,46009998,46160000,387600,EC
2013-08-09,46020000,46639999,46000000,46400002,199300,EC
2013-08-12,46389999,46750000,45869999,46099998,240600,EC
2013-08-13,45970001,46119999,45650002,46000000,184900,EC
2013-08-14,46080002,46490002,46080002,46169998,333600,EC
2013-08-15,45689999,45849998,45220001,45520000,311200,EC
2013-08-16,45180000,45689999,45060001,45599998,113700,EC
2013-08-19,45500000,45840000,45090000,45209999,124300,EC
2013-08-20,45090000,45779999,44840000,45509998,317400,EC
2013-08-21,45369999,45889999,44900002,44970001,213700,EC
2013-08-22,44980000,45419998,44980000,45349998,127200,EC
2013-08-23,45360001,45650002,45320000,45400002,131600,EC
2013-08-26,45130001,45500000,45080002,45080002,154400,EC
2013-08-27,45000000,45349998,44950001,45180000,549300,EC
2013-08-28,45150002,46230000,45150002,46000000,414400,EC
2013-08-29,45560001,46330002,45209999,45389999,286700,EC
2013-08-30,45360001,45580002,44660000,44660000,472000,EC
2013-09-03,45939999,46740002,44529999,44860001,816000,EC
2013-09-04,44709999,45470001,44709999,45290001,619800,EC
2013-09-05,45330002,45650002,45000000,45180000,411300,EC
2013-09-06,45310001,45439999,45049999,45139999,280600,EC
2013-09-09,45290001,45750000,45220001,45580002,212800,EC
2013-09-10,45880001,46369999,45770000,46360001,312300,EC
2013-09-11,46509998,46910000,46430000,46840000,196400,EC
2013-09-12,46790001,46790001,46380001,46509998,169800,EC
2013-09-13,46480000,46570000,45959999,46070000,302000,EC
2013-09-16,46480000,46799999,45980000,46080002,130800,EC
2013-09-17,45959999,46189999,45700001,46060001,168200,EC
2013-09-18,45520000,47720001,45520000,47689999,319500,EC
2013-09-19,48090000,48090000,46900002,46990002,386700,EC
2013-09-20,47189999,47259998,46660000,46709999,253000,EC
2013-09-23,46580002,47200001,46540001,46939999,159400,EC
2013-09-24,47090000,47250000,46830002,46830002,450700,EC
2013-09-25,46599998,47060001,46430000,46750000,280700,EC
2013-09-26,46840000,46950001,46410000,46509998,358400,EC
2013-09-27,46389999,46830002,45950001,46189999,170800,EC
2013-09-30,46259998,46540001,45730000,46000000,340400,EC
2013-10-01,45790001,46669998,45509998,46410000,345700,EC
2013-10-02,46470001,46900002,45750000,45840000,214100,EC
2013-10-03,45849998,46299999,45680000,45930000,242300,EC
2013-10-04,46000000,46509998,45799999,46009998,260100,EC
2013-10-07,46049999,46419998,45759998,46080002,238100,EC
2013-10-08,46110001,46230000,45759998,45919998,234300,EC
2013-10-09,45950001,46020000,45570000,45599998,60400,EC
2013-10-10,45779999,46209999,45500000,46180000,246800,EC
2013-10-11,45939999,47020000,45939999,46810001,349600,EC
2013-10-14,46750000,47340000,44820000,47320000,145100,EC
2013-10-15,47470001,47500000,46900002,47439999,413000,EC
2013-10-16,47389999,48250000,47389999,48110001,653500,EC
2013-10-17,48150002,48619999,47959999,48189999,286300,EC
2013-10-18,48669998,48770000,47950001,48580002,220100,EC
2013-10-21,48669998,48919998,48340000,48400002,158600,EC
2013-10-22,49110001,49110001,48250000,48279999,218000,EC
2013-10-23,48119999,48250000,47680000,48150002,208300,EC
2013-10-24,48110001,48930000,47520000,48910000,257300,EC
2013-10-25,49230000,49450001,48299999,48799999,479300,EC
2013-10-28,48869999,48869999,48189999,48400002,155700,EC
2013-10-29,48759998,48810001,48139999,48509998,271700,EC
2013-10-30,48799999,48799999,47259998,47279999,154400,EC
2013-10-31,47000000,47930000,46869999,47360001,317200,EC
2013-11-01,47540001,47599998,46750000,46900002,199900,EC
2013-11-04,47220001,47220001,46389999,46630001,154400,EC
2013-11-05,46470001,46639999,45869999,45919998,212300,EC
2013-11-06,46130001,46450001,45880001,46450001,189200,EC
2013-11-07,46580002,46680000,45570000,45639999,220600,EC
2013-11-08,45470001,45790001,43759998,44000000,379300,EC
2013-11-11,43799999,43959999,42759998,43049999,337700,EC
2013-11-12,43049999,43220001,41380001,41930000,845300,EC
2013-11-13,41939999,43200001,41939999,43119999,290800,EC
2013-11-14,43330002,43869999,43070000,43139999,403200,EC
2013-11-15,43389999,43480000,42599998,42660000,211800,EC
2013-11-18,42470001,42930000,42279999,42599998,249700,EC
2013-11-19,42430000,42570000,41750000,42000000,439600,EC
2013-11-20,42360001,42799999,41849998,41860001,314900,EC
2013-11-21,41720001,42060001,41590000,41759998,391300,EC
2013-11-22,41639999,42009998,41639999,41790001,231000,EC
2013-11-25,41919998,42049999,41340000,41360001,382800,EC
2013-11-26,41410000,41410000,40470001,40560001,327500,EC
2013-11-27,40830002,40880001,40270000,40419998,392100,EC
2013-11-29,40480000,41049999,40459999,40830002,216600,EC
2013-12-02,40810001,41669998,40610001,41580002,540600,EC
2013-12-03,41439999,42080002,41349998,41540001,522100,EC
2013-12-04,41459999,41610001,40750000,41160000,509800,EC
2013-12-05,41570000,42200001,41470001,41650002,351000,EC
2013-12-06,41669998,42660000,41669998,42549999,355400,EC
2013-12-09,42650002,43259998,42500000,42970001,305100,EC
2013-12-10,43110001,43110001,42500000,42790001,278400,EC
2013-12-11,42849998,43020000,42549999,42880001,476000,EC
2013-12-12,42750000,42900002,42570000,42650002,444400,EC
2013-12-13,43070000,43070000,42660000,42720001,253800,EC
2013-12-16,42470001,42610001,39680000,39730000,1768600,EC
2013-12-17,39830002,40480000,39529999,39709999,657800,EC
2013-12-18,39730000,39779999,37490002,37959999,2264000,EC
2013-12-19,38000000,38669998,37770000,37930000,1069300,EC
2013-12-20,38230000,39290001,38009998,39160000,2733200,EC
2013-12-23,39049999,39570000,38740002,38750000,373200,EC
2013-12-24,38599998,39200001,38599998,38880001,232700,EC
2013-12-26,38900002,39400002,38770000,38889999,206200,EC
2013-12-27,39049999,39310001,38529999,38849998,255400,EC
2013-12-30,38849998,38869999,37880001,38000000,489400,EC
2013-12-31,37830002,38570000,37669998,38450001,294600,EC
2014-01-02,38169998,38410000,37639999,37970001,248600,EC
2014-01-03,38099998,38099998,37560001,37680000,306300,EC
2014-01-06,38040001,38360001,37330002,37700001,327300,EC
2014-01-07,37470001,37860001,36689999,36849998,698300,EC
2014-01-08,36700001,36810001,35139999,35750000,1275900,EC
2014-01-09,36000000,36000000,35230000,35410000,847900,EC
2014-01-10,35500000,35759998,35200001,35400002,475800,EC
2014-01-13,35400002,35689999,35209999,35310001,520500,EC
2014-01-14,35259998,35500000,35189999,35430000,606100,EC
2014-01-15,35930000,35959999,35529999,35779999,1140900,EC
2014-01-16,35750000,35849998,34270000,35410000,757600,EC
2014-01-17,35160000,36000000,35160000,35560001,1012200,EC
2014-01-21,35799999,35799999,34750000,35160000,1384400,EC
2014-01-22,35410000,35540001,34830002,34900002,727400,EC
2014-01-23,34799999,35549999,34580002,34700001,911200,EC
2014-01-24,34770000,34770000,33910000,34040001,440000,EC
2014-01-27,33900002,34740002,33900002,34240002,540900,EC
2014-01-28,34459999,34849998,34259998,34590000,355500,EC
2014-01-29,34500000,34500000,33950001,33970001,592400,EC
2014-01-30,34200001,35090000,34180000,34820000,1189100,EC
2014-01-31,34419998,34599998,34150002,34259998,843900,EC
2014-02-03,34180000,34330002,33970001,34040001,472500,EC
2014-02-04,34209999,34459999,34080002,34340000,389700,EC
2014-02-05,34209999,34830002,34099998,34799999,729700,EC
2014-02-06,35060001,35720001,34869999,35410000,1036600,EC
2014-02-07,35290001,35840000,34880001,35040001,560300,EC
2014-02-10,35340000,35650002,34139999,34590000,519600,EC
2014-02-11,35220001,35830002,34959999,35389999,871500,EC
2014-02-12,35369999,36369999,35320000,36330002,758000,EC
2014-02-13,36180000,36380001,35880001,36299999,508900,EC
2014-02-14,36299999,36560001,36160000,36220001,214300,EC
2014-02-18,36369999,36540001,36099998,36290001,464100,EC
2014-02-19,36299999,36740002,36169998,36630001,560700,EC
2014-02-20,36580002,36820000,35849998,36000000,355400,EC
2014-02-21,35939999,36099998,35330002,35369999,296000,EC
2014-02-24,35340000,35669998,35240002,35560001,295900,EC
2014-02-25,35450001,35560001,34709999,34740002,339900,EC
2014-02-26,34900002,34930000,33080002,33200001,1531300,EC
2014-02-27,33330002,33740002,33009998,33740002,471200,EC
2014-02-28,33720001,34549999,33570000,34330002,504200,EC
2014-03-03,34220001,34310001,33540001,33669998,425100,EC
2014-03-04,33910000,34279999,33730000,34279999,548700,EC
2014-03-05,34180000,35310001,34090000,35070000,578800,EC
2014-03-06,35040001,35869999,35000000,35790001,560500,EC
2014-03-07,36090000,36189999,35320000,35610001,486000,EC
2014-03-10,35389999,35459999,35070000,35360001,300200,EC
2014-03-11,35220001,35770000,35099998,35770000,787300,EC
2014-03-12,35439999,35820000,35230000,35520000,304300,EC
2014-03-13,35529999,35860001,35349998,35689999,794700,EC
